Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
20,Extraction of natural gas and crude petroleum,25001,Foreign Trade,1.5541624095439379
20,Extraction of natural gas and crude petroleum,28001,Domestic Trade,2.9659558176776075
21,Extraction of natural gas liquids,5001,Employee Compensation,0
21,Extraction of natural gas liquids,6001,Proprietor Income,0
21,Extraction of natural gas liquids,7001,Other Property Type Income,0
21,Extraction of natural gas liquids,8001,Tax on Production and Imports,0
22,Coal mining,5001,Employee Compensation,0
22,Coal mining,6001,Proprietor Income,0
22,Coal mining,7001,Other Property Type Income,0
22,Coal mining,8001,Tax on Production and Imports,0
23,Iron ore mining,5001,Employee Compensation,0
23,Iron ore mining,6001,Proprietor Income,0
23,Iron ore mining,7001,Other Property Type Income,0
23,Iron ore mining,8001,Tax on Production and Imports,0
24,Gold ore mining,5001,Employee Compensation,0
24,Gold ore mining,6001,Proprietor Income,0
24,Gold ore mining,7001,Other Property Type Income,0
24,Gold ore mining,8001,Tax on Production and Imports,0
25,Silver ore mining,5001,Employee Compensation,0
25,Silver ore mining,6001,Proprietor Income,0
25,Silver ore mining,7001,Other Property Type Income,0
25,Silver ore mining,8001,Tax on Production and Imports,0
26,Lead and zinc ore mining,5001,Employee Compensation,0
26,Lead and zinc ore mining,6001,Proprietor Income,0
26,Lead and zinc ore mining,7001,Other Property Type Income,0
26,Lead and zinc ore mining,8001,Tax on Production and Imports,0
27,Copper ore mining,5001,Employee Compensation,0
27,Copper ore mining,6001,Proprietor Income,0
27,Copper ore mining,7001,Other Property Type Income,0
27,Copper ore mining,8001,Tax on Production and Imports,0
28,Uranium-radium-vanadium ore mining,5001,Employee Compensation,0
28,Uranium-radium-vanadium ore mining,6001,Proprietor Income,0
28,Uranium-radium-vanadium ore mining,7001,Other Property Type Income,0
28,Uranium-radium-vanadium ore mining,8001,Tax on Production and Imports,0
29,Other metal ore mining,5001,Employee Compensation,0
29,Other metal ore mining,6001,Proprietor Income,0
29,Other metal ore mining,7001,Other Property Type Income,0
29,Other metal ore mining,8001,Tax on Production and Imports,0
30,Stone mining and quarrying,5001,Employee Compensation,0
30,Stone mining and quarrying,6001,Proprietor Income,0
30,Stone mining and quarrying,7001,Other Property Type Income,0
30,Stone mining and quarrying,8001,Tax on Production and Imports,0
31,Sand and gravel mining,5001,Employee Compensation,0
31,Sand and gravel mining,6001,Proprietor Income,0
31,Sand and gravel mining,7001,Other Property Type Income,0
31,Sand and gravel mining,8001,Tax on Production and Imports,0
32,"Other clay, ceramic, refractory minerals mining",5001,Employee Compensation,0
32,"Other clay, ceramic, refractory minerals mining",6001,Proprietor Income,0
32,"Other clay, ceramic, refractory minerals mining",7001,Other Property Type Income,0
32,"Other clay, ceramic, refractory minerals mining",8001,Tax on Production and Imports,0
33,"Potash, soda, and borate mineral mining",5001,Employee Compensation,0
33,"Potash, soda, and borate mineral mining",6001,Proprietor Income,0
33,"Potash, soda, and borate mineral mining",7001,Other Property Type Income,0
33,"Potash, soda, and borate mineral mining",8001,Tax on Production and Imports,0
34,Phosphate rock mining,5001,Employee Compensation,0
34,Phosphate rock mining,6001,Proprietor Income,0
34,Phosphate rock mining,7001,Other Property Type Income,0
34,Phosphate rock mining,8001,Tax on Production and Imports,0
35,Other chemical and fertilizer mineral mining,5001,Employee Compensation,0
35,Other chemical and fertilizer mineral mining,6001,Proprietor Income,0
35,Other chemical and fertilizer mineral mining,7001,Other Property Type Income,0
35,Other chemical and fertilizer mineral mining,8001,Tax on Production and Imports,0
36,Other nonmetallic minerals,5001,Employee Compensation,0
36,Other nonmetallic minerals,6001,Proprietor Income,0
36,Other nonmetallic minerals,7001,Other Property Type Income,0
36,Other nonmetallic minerals,8001,Tax on Production and Imports,0
37,Drilling oil and gas wells,20,Extraction of natural gas and crude petroleum,0.0008196316189501493
37,Drilling oil and gas wells,37,Drilling oil and gas wells,0.00090491065119070735
37,Drilling oil and gas wells,38,Support activities for oil and gas operations,0.315341888303589
37,Drilling oil and gas wells,50,Natural gas distribution,0.0002687209726811822
37,Drilling oil and gas wells,62,Maintenance and repair construction of nonresidential structures,0.019785988151164613
37,Drilling oil and gas wells,134,Sawmills,0.00019630370002733655
37,Drilling oil and gas wells,138,Reconstituted wood product manufacturing,1.7945828301845358E-06
37,Drilling oil and gas wells,145,All other miscellaneous wood product manufacturing,0.00057596165758345974
37,Drilling oil and gas wells,154,Printing,7.605844422054267E-05
37,Drilling oil and gas wells,180,Polish and other sanitation good manufacturing,6.1185464223280535E-05
37,Drilling oil and gas wells,195,Other plastics product manufacturing,6.7332100778290794E-07
37,Drilling oil and gas wells,236,Handtool manufacturing,2.2077426580869856E-07
37,Drilling oil and gas wells,261,Other fabricated metal manufacturing,1.0761590952612339E-05
37,Drilling oil and gas wells,278,Industrial mold manufacturing,3.2273576178287435E-07
37,Drilling oil and gas wells,282,Rolling mill and other metalworking machinery manufacturing,2.4136743855438089E-05
37,Drilling oil and gas wells,346,Motor vehicle body manufacturing,1.6430866318314254E-08
37,Drilling oil and gas wells,356,Other motor vehicle parts manufacturing,3.5324702323787224E-05
37,Drilling oil and gas wells,378,Blind and shade manufacturing,1.4002179318315573E-07
37,Drilling oil and gas wells,385,Sporting and athletic goods manufacturing,5.2854654531012996E-09
37,Drilling oil and gas wells,395,Wholesale trade,0.016376583650096421
37,Drilling oil and gas wells,396,Retail - Motor vehicle and parts dealers,0.00065905144111876035
37,Drilling oil and gas wells,397,Retail - Furniture and home furnishings stores,1.0824241958278923E-06
37,Drilling oil and gas wells,398,Retail - Electronics and appliance stores,2.2152694020257917E-07
37,Drilling oil and gas wells,399,Retail - Building material and garden equipment and supplies stores,6.149386747233141E-06
37,Drilling oil and gas wells,401,Retail - Health and personal care stores,1.2620776186212171E-05
37,Drilling oil and gas wells,402,Retail - Gasoline stores,1.0427529521257056E-05
37,Drilling oil and gas wells,403,Retail - Clothing and clothing accessories stores,5.6277646518377981E-06
37,Drilling oil and gas wells,404,"Retail - Sporting goods, hobby, musical instrument and book stores",2.1864526587760585E-06
37,Drilling oil and gas wells,406,Retail - Miscellaneous store retailers,1.0087484973088259E-05
37,Drilling oil and gas wells,407,Retail - Nonstore retailers,3.6073790250098613E-05
37,Drilling oil and gas wells,411,Truck transportation,0.0023282840654166026
37,Drilling oil and gas wells,412,Transit and ground passenger transportation,0.0002156429879414095
37,Drilling oil and gas wells,413,Pipeline transportation,1.3653304569068506E-05
37,Drilling oil and gas wells,417,Newspaper publishers,0.0002248452193720045
37,Drilling oil and gas wells,425,Radio and television broadcasting,0.00027710209124025276
37,Drilling oil and gas wells,427,Wired telecommunications carriers,0.001015758660196632
37,Drilling oil and gas wells,432,Internet publishing and broadcasting and web search portals,3.4914184166362537E-05
37,Drilling oil and gas wells,433,Monetary authorities and depository credit intermediation,0.0082343978614404789
37,Drilling oil and gas wells,434,Nondepository credit intermediation and related activities,0.00072730338417065221
37,Drilling oil and gas wells,437,Insurance carriers,0.00094335333038409602
37,Drilling oil and gas wells,438,"Insurance agencies, brokerages, and related activities",0.0011474611157916703
37,Drilling oil and gas wells,440,Real estate,0.0004914769774033434
37,Drilling oil and gas wells,443,General and consumer goods rental except video tapes and discs,0.00015839069094980909
37,Drilling oil and gas wells,445,Commercial and industrial machinery and equipment rental and leasing,0.015982774480369222
37,Drilling oil and gas wells,446,Lessors of nonfinancial intangible assets,0.0058872717352080328
37,Drilling oil and gas wells,447,Legal services,0.060601711954291648
37,Drilling oil and gas wells,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.0036004491317958576
37,Drilling oil and gas wells,449,"Architectural, engineering, and related services",0.0092993563323567896
